,date,likes,comments,reposts,link
65,1,337,105,7,https://www.linkedin.com/feed/update/None
66,1,128,68,0,https://www.linkedin.com/feed/update/None
67,1,133,92,0,https://www.linkedin.com/feed/update/None
68,1,272,95,3,https://www.linkedin.com/feed/update/None
69,1,200,70,0,https://www.linkedin.com/feed/update/None
70,1,38,15,0,https://www.linkedin.com/feed/update/None
71,1,206,68,2,https://www.linkedin.com/feed/update/None
72,1,188,35,1,https://www.linkedin.com/feed/update/None
73,1,162,54,1,https://www.linkedin.com/feed/update/None
74,1,349,72,0,https://www.linkedin.com/feed/update/None
75,1,330,87,6,https://www.linkedin.com/feed/update/None
76,1,115,45,1,https://www.linkedin.com/feed/update/None
77,2,93,28,0,https://www.linkedin.com/feed/update/None
78,2,135,18,5,https://www.linkedin.com/feed/update/None
79,2,305,75,0,https://www.linkedin.com/feed/update/None
80,2,184,46,1,https://www.linkedin.com/feed/update/None
81,2,416,101,3,https://www.linkedin.com/feed/update/None
82,2,254,73,1,https://www.linkedin.com/feed/update/None
83,2,145,52,0,https://www.linkedin.com/feed/update/None
84,2,196,14,0,https://www.linkedin.com/feed/update/None
85,2,134,44,0,https://www.linkedin.com/feed/update/None
86,2,557,123,6,https://www.linkedin.com/feed/update/None
87,2,102,57,3,https://www.linkedin.com/feed/update/None
88,2,289,18,0,https://www.linkedin.com/feed/update/None
89,2,265,58,0,https://www.linkedin.com/feed/update/None
90,2,328,111,2,https://www.linkedin.com/feed/update/None
91,2,74,15,0,https://www.linkedin.com/feed/update/None
92,2,1876,555,5,https://www.linkedin.com/feed/update/None
93,2,146,40,2,https://www.linkedin.com/feed/update/None
94,2,407,141,1,https://www.linkedin.com/feed/update/None
95,2,189,72,1,https://www.linkedin.com/feed/update/None
96,2,397,103,8,https://www.linkedin.com/feed/update/None
97,2,133,29,1,https://www.linkedin.com/feed/update/None
98,2,123,15,1,https://www.linkedin.com/feed/update/None
99,2,438,95,1,https://www.linkedin.com/feed/update/None
100,2,172,47,0,https://www.linkedin.com/feed/update/None
101,2,232,73,1,https://www.linkedin.com/feed/update/None
102,2,579,92,0,https://www.linkedin.com/feed/update/None
103,2,231,45,8,https://www.linkedin.com/feed/update/None
104,2,618,163,14,https://www.linkedin.com/feed/update/None
105,2,165,42,1,https://www.linkedin.com/feed/update/None
106,2,132,36,0,https://www.linkedin.com/feed/update/None
107,2,209,58,0,https://www.linkedin.com/feed/update/None
108,2,142,56,0,https://www.linkedin.com/feed/update/None
109,2,180,44,2,https://www.linkedin.com/feed/update/None
110,2,842,277,19,https://www.linkedin.com/feed/update/None
111,2,85,42,0,https://www.linkedin.com/feed/update/None
112,3,208,48,7,https://www.linkedin.com/feed/update/None
113,3,63,41,0,https://www.linkedin.com/feed/update/None
114,3,117,30,0,https://www.linkedin.com/feed/update/None
115,3,79,27,1,https://www.linkedin.com/feed/update/None
116,3,119,41,2,https://www.linkedin.com/feed/update/None
117,3,280,88,0,https://www.linkedin.com/feed/update/None
118,3,151,41,1,https://www.linkedin.com/feed/update/None
119,3,160,58,3,https://www.linkedin.com/feed/update/None
120,3,428,147,1,https://www.linkedin.com/feed/update/None
121,3,108,20,3,https://www.linkedin.com/feed/update/None
122,3,241,85,2,https://www.linkedin.com/feed/update/None
123,3,258,31,2,https://www.linkedin.com/feed/update/None
124,3,238,94,3,https://www.linkedin.com/feed/update/None
125,3,177,40,2,https://www.linkedin.com/feed/update/None
126,3,378,80,0,https://www.linkedin.com/feed/update/None
127,3,120,52,0,https://www.linkedin.com/feed/update/None
128,3,204,78,1,https://www.linkedin.com/feed/update/None
129,3,192,53,2,https://www.linkedin.com/feed/update/None
130,3,170,40,0,https://www.linkedin.com/feed/update/None
131,3,390,67,1,https://www.linkedin.com/feed/update/None
132,3,113,36,1,https://www.linkedin.com/feed/update/None
133,3,136,58,1,https://www.linkedin.com/feed/update/None
134,3,188,36,3,https://www.linkedin.com/feed/update/None
135,3,703,195,11,https://www.linkedin.com/feed/update/None
